,Unnamed: 0,text,date,user,location,Clean_Tweet
393,393,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 20:46:05,full_kat,"Ontario, Canada",: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
394,394,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 20:44:52,ApothecaryJeri,"Columbia, MD",: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
395,395,Before and after the #BoosterShot https://t.co/Hb6KgbKxon,2021-12-04 20:44:39,NabilAlnoor,"Palo Alto, CA",Before and after the
396,396,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 20:44:05,KyriakosKyriac1,,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
397,397,COVID-19: B.C. ahead of schedule on COVID-19 booster campaign: health minister https://t.co/SB2uTByXBN via… https://t.co/MaTFIxP2ub,2021-12-04 20:43:48,iChinadian,"Vancouver 溫哥華, Canada 加拿大 🇨🇦",COVID -  : B . C . ahead of schedule on COVID -  booster campaign : health minister via …
398,398,B.C. not changing booster priority despite new NACI recommendations https://t.co/O56gIUwSr8 #COVIDBC #COVID19BC #BoosterShot #BoosterShots,2021-12-04 20:43:18,iChinadian,"Vancouver 溫哥華, Canada 加拿大 🇨🇦",B . C . not booster priority despite new COVIDBC
399,399,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 20:41:45,pennyparker0523,,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
400,400,#BoosterShot complete. https://t.co/u39oR9Qlyv,2021-12-04 20:40:43,FL_mocha_mom,"Florida, USA",complete .
401,401,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 20:36:21,SarahWh50688441,,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
402,402,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 20:35:50,MamaNoelles,Too Close to Iowa😳 💉Pfizered,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
403,403,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 20:33:29,Griffith17431,"Baltimore, MD",: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
404,404,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 20:32:27,GraceC4David,"Queens, NY",: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
405,405,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 20:29:00,L_L_Hee,,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
406,406,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 20:26:31,Hillaryh4444Hos,New York State,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
407,407,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 20:25:35,Adelaide9876,Tarntanya,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
408,408,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 20:24:21,nailatrahman,,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
409,409,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 20:22:12,Kimol98183080,,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
410,410,"#COVID19 #BoosterShot done! Not a good picture, just relieved and happy that I finally got the shot lol https://t.co/e5D3nW3Zpi",2021-12-04 20:21:06,acidichispanic,She/they,"COVID done ! Not a good picture , just relieved and happy that I finally got the shot"
411,411,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 20:20:54,linda_chalming,Gadigal Country,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
412,412,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 20:20:43,iameuru,,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
413,413,"💉COVID Booster ✅ 
💉Flu Shot ✅ 

Plans for the weekend? Sleep…lots and lots of sleep. 😉 

#BoosterShot #CovidVaccine https://t.co/RhkFtQ3BQF",2021-12-04 20:18:41,CrystalHagerma4,"Lincoln, NE",💉 COVID Booster ✅ 💉 Flu Shot ✅ for the weekend ? Sleep … lots and lots of sleep . 😉
414,414,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 20:18:10,123jcji,,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
415,415,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 20:18:01,JeffGovCon,United States,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
416,416,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 20:17:55,andythegreenie,"Sussex, England",: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
417,417,@Walgreens you should check your dm’s about a very unprofessional pharmacy tech #CovidVaccine #Boostershot #walgreens,2021-12-04 20:17:27,DuchesseCILLA,210,you should check your ’ s about a very unprofessional pharmacy tech
418,418,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 20:14:12,withspin,"Washington, DC suburb",: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
419,419,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 20:13:51,JoelTH,,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
420,420,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 20:12:31,ellageller,,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
421,421,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 20:12:20,LLynneIrwin,Here There & Everywhere Canada,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
422,422,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 20:11:13,jordanleo04,"Brisbane, CA",: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
423,423,"Deciding on what to do for my #BoosterShot. I got Pfizer for my first two shots, and I'm considering Moderna for my third shot. Advice?",2021-12-04 20:07:32,acagoldsmith,"Fort Myers, FL","on what to do for my . I got for my first two , and I ' m considering for my third shot . Advice ?"
424,424,"Everyone should really listen to this man, he helped create the MRNA technology that they are trying to jab in ever… https://t.co/Z36UbFzrub",2021-12-04 20:06:17,DGagainstVaxPP,,"Everyone should really listen to this man , he create the technology that they are trying to jab in ever …"
425,425,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 20:05:08,GeneralStrike16,,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
426,426,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 20:04:34,gandoflam,,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
427,427,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 20:04:15,silke_bhatia,World citizen,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
428,428,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 20:03:20,Mud1976,,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
429,429,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 20:01:18,SeaStarSong,,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
430,430,RT @drsajumathew: Don’t wait for that “perfect” vaccine. It doesn’t exist. The vaccines we have are safe &amp; effective even most likely again…,2021-12-04 20:01:06,GloriousSelkie,"Oklahoma City, OK",: Don ’ t wait for that “ perfect ” vaccine . It ’ t exist . The we have are safe & ; effective even most likely again …
431,431,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 20:00:32,DaleRose111,Ontario ,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
432,432,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 20:00:18,MEDIZIN_EVIDENZ,Medizin Pharmazie  Evidenz 😷,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
433,433,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 19:59:57,Jhanne45,NL,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
434,434,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 19:59:13,sar_oso,"Sacramento, CA",: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
435,435,I've been boostered! I got the covid and the flu shot! #protected #CovidVaccine #BoosterShot,2021-12-04 19:58:16,GloriousSelkie,"Oklahoma City, OK",I ' been ! I got the covid and the flu shot !
436,436,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 19:58:10,BaronianConsult,,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
437,437,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 19:54:26,smgn75755758,,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
438,438,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 19:52:57,DeepElemBlues,md / dc ,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
439,439,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 19:51:49,Warwoof1,"Ontario, Canada",: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
440,440,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 19:47:31,U_dioica,,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
441,441,"Just got my third vaccine shot because some of you still won’t get your first.
#BoosterShot #GetVaccinated",2021-12-04 19:47:28,mccthemonk,,Just got my third vaccine shot because some of you still won ’ t get your first .
442,442,Reaching my #168days tomorrow but no #BoosterShot in sight for my age group just yet. I know I should mentally prep… https://t.co/UfUaUs5mSG,2021-12-04 19:46:33,chiayu_a_lin,"Dundas, Ontario",Reaching my days tomorrow but no in sight for my age group just yet . I know I should mentally prep …
443,443,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 19:46:11,kanekos69,,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
444,444,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 19:45:37,marialuisalg1,ciudad de mexico,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
445,445,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 19:43:53,TPFNewsNow,🇺🇸 #GETVAXXEDRIGHTNOW➡️,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
446,446,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 19:43:27,RuthBuddy1,"Pennsylvania, USA",: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
447,447,RT @AngelsFreak7: Dark Angels &amp; Pretty Freaks #Podcast #351 “Naily Toes” #Married #Chatting #Life #Unedited #Thankful 4 everyone still list…,2021-12-04 19:43:23,CoverCouch,"London, UK",: Dark & ; Pretty  “ Naily ” Married Chatting Life Unedited Thankful  everyone still list …
448,448,RT @SiFrew: My first #martini since my #boostershot had to be @FourSeasons. Checking out the #christmasdecorations @FSTenTrinity. #luxury #…,2021-12-04 19:42:46,CoverCouch,"London, UK",: My first since my had to be . out the . luxury …
449,449,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 19:41:56,anthonydmarek,,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
450,450,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 19:41:14,IrPsych,"Dublin, Ireland",: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
451,451,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 19:40:25,market_moron,,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
452,452,RT @SiFrew: My first #martini since my #boostershot had to be @FourSeasons. Checking out the #christmasdecorations @FSTenTrinity. #luxury #…,2021-12-04 19:39:45,SiFrew,"Barbican, London EC2",: My first since my had to be . out the . luxury …
453,453,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 19:39:44,MaggieDBar,"Barrie, Ontario",: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
454,454,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 19:38:19,MikkoAhtiainen,Finland,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
455,455,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 19:37:51,berlinaffaires,Berlin but don’t know the year,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
456,456,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 19:34:03,DemiurgoTuiter,Dei Infera,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
457,457,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 19:31:33,zteca72,"California, USA",: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
458,458,RT @drsajumathew: Don’t wait for that “perfect” vaccine. It doesn’t exist. The vaccines we have are safe &amp; effective even most likely again…,2021-12-04 19:29:31,elyrodz,"San Juan, Puerto Rico",: Don ’ t wait for that “ perfect ” vaccine . It ’ t exist . The we have are safe & ; effective even most likely again …
459,459,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 19:24:35,nicolaskasprzak,"Porto Alegre, Brasil",: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
460,460,RT @AngelsFreak7: Dark Angels &amp; Pretty Freaks #Podcast #351 “Naily Toes” #Married #Chatting #Life #Unedited #Thankful 4 everyone still list…,2021-12-04 19:23:32,bloodnblackrum,"Gloversville, NY",: Dark & ; Pretty  “ Naily ” Married Chatting Life Unedited Thankful  everyone still list …
461,461,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 19:23:11,tb220,Sweden,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
462,462,Dark Angels &amp; Pretty Freaks #Podcast #351 “Naily Toes” #Married #Chatting #Life #Unedited #Thankful 4 everyone stil… https://t.co/4RUz3ZIAcf,2021-12-04 19:23:00,AngelsFreak7,"Napa, California",Dark & ; Pretty  “ Naily ” Married Chatting Life Unedited Thankful  everyone …
463,463,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 19:22:42,inabster,"London, UK",: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
464,464,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 19:21:47,bill_tribble,"Hackney, London",: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
465,465,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 19:21:21,DbAshby,Cheshire,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
466,466,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 19:19:07,tsh2,Cambridge,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
467,467,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 19:18:46,Chavender,"Elephant and Castle, London",: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
468,468,"RT @KJCByrne: Just had my #BoosterShot! 
This was #Pfizer vaccine (1st two  were #AstraZeneca).

Now having a 15minute sit down.

Feeling s…",2021-12-04 19:16:40,KatieNorris53,Somerset,: Just had my ! This was vaccine ( st two were ). Now a minute sit down . Feeling s …
469,469,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 19:16:35,PaulisMonika,"Wien, Österreich",: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
470,470,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 19:16:31,Ted18641,"Boston, MA",: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
471,471,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 19:16:12,_coredump_,ヨコハマ！,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
472,472,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 19:15:50,300sisters,,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
473,473,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 19:15:10,PatiNunie,San Francisco,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
474,474,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 19:14:22,polisson90,,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
475,475,My first #martini since my #boostershot had to be @FourSeasons. Checking out the #christmasdecorations… https://t.co/UtFc5RAEGv,2021-12-04 19:14:20,SiFrew,"Barbican, London EC2",My first since my had to be . out the …
476,476,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 19:13:26,andreas16700,~/,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
477,477,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 19:13:08,typo_cat,New England now NorCal,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
478,478,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 19:12:15,ai4pan,Brisbane Australia,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
479,479,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 19:10:47,Valeria93533145,,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
480,480,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 19:10:23,lopcute,london,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
481,481,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 19:09:23,hary_en,,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
482,482,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 19:09:08,melhwarin,,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
483,483,"I got my #BoosterShot today! If you haven't gotten your booster yet i would highly recommend it, and if you haven't… https://t.co/0J2mepM2rl",2021-12-04 19:07:57,TheMY170,New York,"I got my today ! If you haven ' t gotten your booster yet i would highly recommend it , and if you haven ' t …"
484,484,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 19:07:29,Silkynsarp,gulaati sarkar 🐒,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
485,485,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 19:07:15,mactavish,unceded Chochenyo Ohlone land,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
486,486,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 19:06:45,LuvLibertyPeace,Liberty Nomad,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
487,487,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 19:06:21,tumermete2013,Ankara,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
488,488,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 19:06:16,cwright9939,Midwest,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
489,489,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 19:05:31,ramos262740691,,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
490,490,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 19:03:37,dawnslight2,,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
491,491,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 19:01:33,MartinhoSilves,"Zuhause, Deutschland",: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
492,492,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 19:01:03,interpolusa,United States,: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
493,493,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 19:00:35,padme911,"Virginia Beach, VA",: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
494,494,RT @DrEricDing: Norwegian 🇳🇴 Christmas #Omicron party…. That Norwegian work outbreak is now up to ~100 out of 120 attendees testing #COVID1…,2021-12-04 18:58:57,SymeBros,"London, UK",: 🇳🇴 Omicron party …. That work outbreak is now up to ~  out of  testing COVID …
